"StudyID","DataID","Year","Author","Title","Aquatic_Terrestrial","Fresh_Saline","In_Situ_Lab","Taxa","Archipelago_Type","Expanded_Archipelago_Type","Num_Data_Points","Area_Range (cm2)","RSq","RSqAdj","Z","C","AIC"
9,22,2016,"Grossman et al","Molecular investigation of protistan diversity along an elevation transect of alpine naturals","aqua","fresh","in situ","algae","lacustrine","lacustrine fresh",29,"6e+06 - 1.38e+11",0.384105132069026,0.281455987413864,0.0577635504042712,48.2822609735061,0.918898014644469
9,23,2016,"Grossman et al","Molecular investigation of protistan diversity along an elevation transect of alpine naturals","aqua","fresh","in situ","protozoa","lacustrine","lacustrine fresh",29,"6e+06 - 1.38e+11",0.29196174085331,0.173955364328861,0.135792346492171,0.294093001967441,0.0350215258395679
9,24,2016,"Grossman et al","Molecular investigation of protistan diversity along an elevation transect of alpine naturals","aqua","fresh","in situ","fungi","lacustrine","lacustrine fresh",29,"6e+06 - 1.38e+11",0.00742197410395684,-0.158007696878717,0.0165914558518891,6.01312007969398,0.0533159319566892
10,25,2015,"Jean et al","An equilibrium theory signature in the island biogeography of human parasites and pathogens","terra",NA,"in situ","bacteria","terrestrial","terrestrial marine",66,"75603620000 - 6.66e+15",0.227223773724444,0.176549922821129,0.00983708433308767,39.2902267663799,-0.606423932795565
10,26,2015,"Jean et al","An equilibrium theory signature in the island biogeography of human parasites and pathogens","terra",NA,"in situ","pathogen","terrestrial","terrestrial marine",66,"75603620000 - 6.66e+15",0.34100978029839,0.297797306875333,0.0158998866604931,19.3104898920206,0.109000802673961
10,27,2015,"Jean et al","An equilibrium theory signature in the island biogeography of human parasites and pathogens","terra",NA,"in situ","fungi","terrestrial","terrestrial marine",66,"75603620000 - 6.66e+15",0.240060114421573,0.190227990777087,0.0174877458562488,4.26536541737192,3.1584348971883
10,28,2015,"Jean et al","An equilibrium theory signature in the island biogeography of human parasites and pathogens","terra",NA,"in situ","protozoa","terrestrial","terrestrial marine",66,"75603620000 - 6.66e+15",0.349828229193245,0.307194014714113,0.0254553146867897,4.59578346326037,-0.0518770027315156
10,29,2015,"Jean et al","An equilibrium theory signature in the island biogeography of human parasites and pathogens","terra",NA,"in situ","pathogen","terrestrial","terrestrial marine",66,"75603620000 - 6.66e+15",0.332319325952674,0.288536986670882,0.0465705553078323,4.26253177321664,0.745108591551059
11,30,2014,"Cashdan, E.","Biogeography of Human Infectious Diseases: A Global Historical Analysis","terra",NA,"in situ","pathogen","terrestrial","terrestrial marine",41,"8e+08 - 7.86e+15",0.0517874821832768,-0.0535694642408036,0.0279206192895352,1.7967937859358,-1.94208380387525
12,31,2013,"Lepere et al","Geographic distance and ecosystem size determine the distribution of smallest protists in lacustrine ecosystems","aqua","fresh","in situ","protozoa","lacustrine","lacustrine fresh",6,"1.38e+09 - 4.45e+11",0.556720872581585,-1.21639563709208,0.0726110620225511,25.7831422773978,0.48870294421971
13,32,2012,"Rengefors et al. ","Polar naturals may act as ecological islands to aquatic protist","aqua","fresh","in situ","algae","lacustrine","lacustrine saline",4,"6.3e+08 - 3.67e+09",0.395077680529507,2.81476695841148,0.23088758233854,0.210841292850894,-0.328113895236122
14,33,2012,"feinstein & blackwood","Taxa-area Relationship and Neutral Dynamics Influence the Diversity of Fungal Communities on Senesced Tree Leaves","terra",NA,"in situ","fungi","plant","plant leaf",12,"10.113 - 63.745",0.0590840650697216,-0.478582183461866,0.0991264339924103,81.6519182338228,-29.7811130447881
15,34,2011,"Stomp et al","Large- scale biodiversity patterns in freshwater phytoplankton","aqua","fresh","in situ","algae","lacustrine","lacustrine fresh",539,"1e+09 - 1.89e+13",0.00674578300950712,-0.000694323484803805,0.0255263119481405,15.3503964703036,0.0513670270529474
16,35,2011,"Orrock et al","Biogeographic and ecological regulation of disease: prevalence of sin nombre pathogen in island mice is related to island area, precipitation, and predator richness","terra",NA,"in situ","pathogen","terrestrial","terrestrial marine",8,"2.58e+10 - 2.5e+12",0.329589577256879,-0.564290986400614,0.556993398577136,2.57281334202884e-06,-0.402478282304045
17,36,2011,"barbera & casamayor","Euxinic Freshwater Hypolimnia Promote Bacterial Endemicity in Continental Areas","aqua","fresh","in situ","bacteria","lacustrine","lacustrine fresh",12,"16000000 - 3.29e+14",0.273890809910327,-0.141028727283773,0.0568649323542622,6.29183610264412,0.990729587434998
17,37,2011,"barbera & casamayor","Euxinic Freshwater Hypolimnia Promote Bacterial Endemicity in Continental Areas","aqua","fresh","in situ","bacteria","lacustrine","lacustrine fresh",12,"16000000 - 3.29e+14",0.106811476001075,-0.403581966284025,0.0407248103516646,6.02064954469012,0.478845705737768
18,38,2007,"Peay et al","A strong species-area relationship for eukaryotic soil microbes: Island size matters for ectomycorrhizal fungi","terra",NA,"in situ","fungi","plant","plant soil",12,"20000 - 704930000",0.856914127834955,0.775150772312072,0.176490841832889,0.640941925595707,-0.271950662039643
19,39,2006,"Van der gast et al","Bacterial diversity is determined by volume in membrane bioreactors","aqua","fresh","in situ","bacteria","machine","machine",7,"15874.00926 - 2452190.32",0.940636212780827,0.821908638342481,0.271540776891617,0.883122204193515,2.2482681613531
20,40,2005,"Bell et al","Larger Islands House More Bacterial Taxa","aqua","fresh","in situ","bacteria","lacustrine","lacustrine fresh",29,"78.53981634 - 2642.079422",0.464465043357457,0.375209217250366,0.333581651463507,1.7434387105715,0.165692780346689
21,41,2005,"Reche et al","Does ecosytem size determine aquatic bacterial richness?","aqua","fresh","in situ","bacteria","lacustrine","lacustrine fresh",11,"1e+06 - 2.1e+08",0.201853681841813,-0.330243863596978,0.0767210162215117,1.81689345394928,0.406804640519447
22,42,2005,"van der gast et al","Island size and bacterial diversity in an archipelago of engineering machines","aqua","fresh","in situ","bacteria","machine","machine",15,"436.5158322 - 3211.194909",0.732531074084661,0.625543503718525,0.364480573727102,1.24843822724362,0.466225498889202
22,43,2005,"van der gast et al","Island size and bacterial diversity in an archipelago of engineering machines","aqua","fresh","in situ","bacteria","machine","machine",13,"436.5158322 - 3211.194909",0.842171285995731,0.763256928993597,0.317661079055861,1.80056529956782,1.80572394882584
22,44,2005,"van der gast et al","Island size and bacterial diversity in an archipelago of engineering machines","aqua","fresh","in situ","bacteria","machine","machine",15,"436.5158322 - 3211.194909",0.803966581906427,0.725553214668998,0.363008261339278,1.33625690545562,0.58741243466816
23,45,2005,"karatayev et al","Community analysis of Belarusian lakes: relationship of species diversity to morphology, hydrology and land use","aqua","fresh","in situ","algae","lacustrine","lacustrine fresh",541,"500 - 576500",0.0977163352461667,0.0909828750614367,0.107192527360594,19.0059661490896,0.167311275573411
24,46,1988,"mccormick et al","A Comparison of Protozoan, Algal, and Metazoan Colonization of Artificial Substrates of Differing Size","aqua","fresh","in situ","protozoa","riverine","riverine",4,"1 - 34.19951893",0.874262378263034,1.3772128652109,0.105533971729767,32.5859233768637,2.45515227712701
24,47,1988,"mccormick et al","A Comparison of Protozoan, Algal, and Metazoan Colonization of Artificial Substrates of Differing Size","aqua","fresh","in situ","algae","riverine","riverine",4,"1 - 34.19951893",0.929729645242945,1.21081106427117,0.0764770931636403,52.6045680699524,0.247315305767767
25,48,1987,"wildman","Fungal colonization of resources in soil — An island biogeographical approach","terra",NA,"in situ","fungi","terrestrial","soil lab",5,"0.04 - 10.24",0.997508413153268,-Inf,0.303545856292332,5.4079190351475,-3.56550465385856
26,49,1967,"patrick r","The effect of invasion rate, species pool, and size of area on the structure of the diatom community","aqua","fresh","in situ","algae","riverine","riverine",7,"0.09 - 6.25",0.0130240521845,-1.9609278434465,0.0619493741033472,48.0137492601644,0.532965506691937
26,50,1967,"patrick r","The effect of invasion rate, species pool, and size of area on the structure of the diatom community","aqua","fresh","in situ","algae","riverine","riverine",8,"1.44 - 6.25",0.39182030091121,-0.41908596454051,0.233832656235299,24.1045476341894,0
