"StudyID","DataID","Year","Author","Title","Aquatic_Terrestrial","Fresh_Saline","In_Situ_Lab","Taxa","Archipelago_Type","Expanded_Archipelago_Type","Num_Data_Points","Area_Range (cm2)","RSq","RSqAdj","Theta","K","m0","rho","CriticalArea"
7,20,2016,"Kavazos, C.","Small-scale biogeographic patterns of benthic bacterial and ciliate communities in the saline ponds of natural MacLeod, North-Western Australia","aqua","saline","in situ","protozoa","lacustrine","lacustrine saline",8,"950000 - 71477020000"," 0.43"," -0.32","     2.11"," 13.00",1.74e-12,184,"22471199167.8954"
8,21,2016,"Bolgovics et al","Species-area relationship (SAR) for benthic diatoms: a study on aquatic islands","aqua","fresh","in situ","algae","lacustrine","lacustrine fresh",16,"78.52356346 - 5.92e+12"," 0.68","  0.56","     6.65"," 57.00",8.9e-12,3562,"25077573745.9309"
9,22,2016,"Grossman et al","Molecular investigation of protistan diversity along an elevation transect of alpine naturals","aqua","fresh","in situ","algae","lacustrine","lacustrine fresh",29,"6e+06 - 1.38e+11"," 0.41","  0.31","    10.02","  2.00",1.19e-06,3562,"23.7970196051567"
9,23,2016,"Grossman et al","Molecular investigation of protistan diversity along an elevation transect of alpine naturals","aqua","fresh","in situ","protozoa","lacustrine","lacustrine fresh",29,"6e+06 - 1.38e+11"," 0.29","  0.18","     0.96","  3.00",2.16e-13,1920,"1233855621.86003"
9,24,2016,"Grossman et al","Molecular investigation of protistan diversity along an elevation transect of alpine naturals","aqua","fresh","in situ","fungi","lacustrine","lacustrine fresh",29,"6e+06 - 1.38e+11"," 0.01"," -0.16","     0.17","  7.00",1.33e-06,1,"37983842.1722454"
10,25,2015,"Jean et al","An equilibrium theory signature in the island biogeography of human parasites and pathogens","terra",NA,"in situ","bacteria","terrestrial","terrestrial marine",66,"75603620000 - 6.66e+15"," 0.23","  0.18","     0.58"," 51.00",1.42e-12,1,"3.07093221991044e+32"
10,26,2015,"Jean et al","An equilibrium theory signature in the island biogeography of human parasites and pathogens","terra",NA,"in situ","pathogen","terrestrial","terrestrial marine",66,"75603620000 - 6.66e+15"," 0.34","  0.30","     0.54"," 29.00",2.32e-12,1,"5.31730160154194e+22"
10,27,2015,"Jean et al","An equilibrium theory signature in the island biogeography of human parasites and pathogens","terra",NA,"in situ","fungi","terrestrial","terrestrial marine",66,"75603620000 - 6.66e+15"," 0.27","  0.22","     0.23","  7.00",4.78e-15,1,"6018997078498707"
10,28,2015,"Jean et al","An equilibrium theory signature in the island biogeography of human parasites and pathogens","terra",NA,"in situ","protozoa","terrestrial","terrestrial marine",66,"75603620000 - 6.66e+15"," 0.36","  0.31","     0.28","  9.00",2.78e-13,1,"855749023889300"
10,29,2015,"Jean et al","An equilibrium theory signature in the island biogeography of human parasites and pathogens","terra",NA,"in situ","pathogen","terrestrial","terrestrial marine",66,"75603620000 - 6.66e+15"," 0.35","  0.31","     2.54"," 17.00",1.23e-15,1,"17826942914534564"
11,30,2014,"Cashdan, E.","Biogeography of Human Infectious Diseases: A Global Historical Analysis","terra",NA,"in situ","pathogen","terrestrial","terrestrial marine",41,"8e+08 - 7.86e+15"," 0.05"," -0.05","     0.14","  4.00",1.84e-14,1,"79112245514215"
12,31,2013,"Lepere et al","Geographic distance and ecosystem size determine the distribution of smallest protists in lacustrine ecosystems","aqua","fresh","in situ","protozoa","lacustrine","lacustrine fresh",6,"1.38e+09 - 4.45e+11"," 0.59"," -1.07","    11.32"," 56.00",3.25e-11,5720,"208489734.842771"
13,32,2012,"Rengefors et al. ","Polar naturals may act as ecological islands to aquatic protist","aqua","fresh","in situ","algae","lacustrine","lacustrine saline",4,"6.3e+08 - 3.67e+09"," 0.43","  2.71","     7.10","  1.00",1.35e-12,4850,"4701902.52091869"
14,33,2012,"feinstein & blackwood","Taxa-area Relationship and Neutral Dynamics Influence the Diversity of Fungal Communities on Senesced Tree Leaves","terra",NA,"in situ","fungi","plant","plant leaf",12,"10.113 - 63.745","-8.67","-14.19","  3416.58","  2.00",1,1,"3.00058579702425"
15,34,2011,"Stomp et al","Large- scale biodiversity patterns in freshwater phytoplankton","aqua","fresh","in situ","algae","lacustrine","lacustrine fresh",539,"1e+09 - 1.89e+13"," 0.01","  0.00","     0.70"," 26.00",1.37e-13,3562,"11183973894203062272"
16,35,2011,"Orrock et al","Biogeographic and ecological regulation of disease: prevalence of sin nombre pathogen in island mice is related to island area, precipitation, and predator richness","terra",NA,"in situ","pathogen","terrestrial","terrestrial marine",8,"2.58e+10 - 2.5e+12"," 0.40"," -0.39"," 47256.59","  1.00",3.14e-13,1,"104912514506.871"
17,36,2011,"barbera & casamayor","Euxinic Freshwater Hypolimnia Promote Bacterial Endemicity in Continental Areas","aqua","fresh","in situ","bacteria","lacustrine","lacustrine fresh",12,"16000000 - 3.29e+14"," 0.33"," -0.05","     1.87","  1.00",1.48e-13,11550000,"19895.6543916922"
17,37,2011,"barbera & casamayor","Euxinic Freshwater Hypolimnia Promote Bacterial Endemicity in Continental Areas","aqua","fresh","in situ","bacteria","lacustrine","lacustrine fresh",12,"16000000 - 3.29e+14"," 0.14"," -0.35","     0.91","  1.00",3.45e-12,11550000,"1236.18162038224"
18,38,2007,"Peay et al","A strong species-area relationship for eukaryotic soil microbes: Island size matters for ectomycorrhizal fungi","terra",NA,"in situ","fungi","plant","plant soil",12,"20000 - 704930000"," 0.86","  0.77","     2.31","  3.00",9.01e-14,6900000,"217877.189438304"
19,39,2006,"Van der gast et al","Bacterial diversity is determined by volume in membrane bioreactors","aqua","fresh","in situ","bacteria","machine","machine",7,"15874.00926 - 2452190.32"," 0.96","  0.88","     9.29","  8.00",3.75e-16,22890625000,"34398.6524465459"
20,40,2005,"Bell et al","Larger Islands House More Bacterial Taxa","aqua","fresh","in situ","bacteria","lacustrine","lacustrine fresh",29,"78.53981634 - 2642.079422"," 0.49","  0.40","     7.71","  6.00",3.75e-09,490000,"219.494866024093"
21,41,2005,"Reche et al","Does ecosytem size determine aquatic bacterial richness?","aqua","fresh","in situ","bacteria","lacustrine","lacustrine fresh",11,"1e+06 - 2.1e+08"," 0.24"," -0.27","     0.57","  1.00",2.78e-12,11550000,"1683.10588758644"
22,42,2005,"van der gast et al","Island size and bacterial diversity in an archipelago of engineering machines","aqua","fresh","in situ","bacteria","machine","machine",15,"436.5158322 - 3211.194909"," 0.78","  0.69","     6.90","  1.00",7.34e-14,22890625000,"19.0587099430383"
22,43,2005,"van der gast et al","Island size and bacterial diversity in an archipelago of engineering machines","aqua","fresh","in situ","bacteria","machine","machine",13,"436.5158322 - 3211.194909"," 0.89","  0.83","     5.94","  1.00",1.07e-13,22890625000,"13.4211312363379"
22,44,2005,"van der gast et al","Island size and bacterial diversity in an archipelago of engineering machines","aqua","fresh","in situ","bacteria","machine","machine",15,"436.5158322 - 3211.194909"," 0.84","  0.78","     7.18","  1.00",8.05e-14,22890625000,"17.2727894114089"
23,45,2005,"karatayev et al","Community analysis of Belarusian lakes: relationship of species diversity to morphology, hydrology and land use","aqua","fresh","in situ","algae","lacustrine","lacustrine fresh",541,"500 - 576500"," 0.10","  0.09","     6.00"," 35.00",5.1e-07,3562,"28054.4215372991"
24,46,1988,"mccormick et al","A Comparison of Protozoan, Algal, and Metazoan Colonization of Artificial Substrates of Differing Size","aqua","fresh","in situ","protozoa","riverine","riverine",4,"1 - 34.19951893"," 0.95","  1.15"," 15600.84"," 34.00",8.66e-06,5720,"58.9704955534273"
24,47,1988,"mccormick et al","A Comparison of Protozoan, Algal, and Metazoan Colonization of Artificial Substrates of Differing Size","aqua","fresh","in situ","algae","riverine","riverine",4,"1 - 34.19951893"," 0.93","  1.20","     4.78"," 46.00",0.00561,3562,"474.85806984533"
25,48,1987,"wildman","Fungal colonization of resources in soil — An island biogeographical approach","terra",NA,"in situ","fungi","terrestrial","soil lab",5,"0.04 - 10.24"," 0.99","  -Inf","     2.50","  2.00",9.99e-06,100000,"0.247203467208454"
26,49,1967,"patrick r","The effect of invasion rate, species pool, and size of area on the structure of the diatom community","aqua","fresh","in situ","algae","riverine","riverine",7,"0.09 - 6.25"," 0.02"," -1.95","     3.81"," 29.00",1,3562,"1.580424117372"
26,50,1967,"patrick r","The effect of invasion rate, species pool, and size of area on the structure of the diatom community","aqua","fresh","in situ","algae","riverine","riverine",8,"1.44 - 6.25"," 0.39"," -0.42","     7.45","  1.00",0.00947,3562,"0.00699227298137654"
