ID,year,author,title,obtained,area metric,log area,depth metric,log depth,volume metric,log volume,distance metric,log distance,sp rich metric,log sp rich,aqua terra,fresh saline,in situ lab,natural modified,archaea,bacteria,fungi,algae,protozoa,pathogens,geographic location,local location,isolated continuous,DNI,NDM,depth,volume,area,sp rich,comment
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,180,51,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,190,52,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,220,34.5,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,300,38,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,280,43,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,285,44,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,300,45.5,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,300,51,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,305,43,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,316,50,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,325,53,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,345,45,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,350,47,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,380,46,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,400,51,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,390,43,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,410,43.5,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,420,47.5,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,455,41,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,455,56,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,480,48,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,480,55,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,501,44.67,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,515,43.5,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,550,55,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,canada glacier,isolated,NA,NA,NA,NA,580,55.5,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,commonwealth glacier,isolated,NA,NA,NA,NA,251,43.5,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,commonwealth glacier,isolated,NA,NA,NA,NA,280,42,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,commonwealth glacier,isolated,NA,NA,NA,NA,310,45,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,commonwealth glacier,isolated,NA,NA,NA,NA,316,49.5,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,commonwealth glacier,isolated,NA,NA,NA,NA,398,46.5,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,commonwealth glacier,isolated,NA,NA,NA,NA,485,50,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,commonwealth glacier,isolated,NA,NA,NA,NA,490,50,"Taken from the paper by eye, have emailed for the original dataset"
5,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,graph,cm,no,NA,NA,NA,NA,NA,NA,faiths dp,no,aqua,saline,in situ,natural,no,yes,no,no,no,no,antarctica,commonwealth glacier,isolated,NA,NA,NA,NA,495,50,"Taken from the paper by eye, have emailed for the original dataset"
