studyID,datasetID,year,author,title,obtained,area_metric,log_area,depth_metric,log_depth,volume_metric,log_volume,distance_metric,log_distance,sp_rich_metric,log_sp_rich,aqua_terra,fresh_saline,in_situ_lab,natural_modified,taxa,archipelago_type,expanded_archipelago_type,geographic_location,local_location,sample,DNI,NDM,depth_original,volume_original,area_original,species_original,volume,area,species,depth,rho,Depth_Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,9,15,2615,10,NA,3645,1812,364500000,36450000,1812,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,10,26,3205,10,NA,3949,2576,394900000,39490000,2576,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,11,34,1228,10,NA,4160,2209,416000000,41600000,2209,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,12,121,2106,10,NA,4638,1842,463800000,46380000,1842,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,13,28,2363,10,NA,5307,1896,530700000,53070000,1896,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,14,78,2321,10,NA,6181,1760,618100000,61810000,1760,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,15,66,2128,10,NA,6876,2688,687600000,68760000,2688,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,16,15,3043,10,NA,7880,2059,788000000,78800000,2059,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,17,62,893,10,NA,8388,2258,838800000,83880000,2258,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,18,16,2471,10,NA,8542,2635,854200000,85420000,2635,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,19,23,3359,10,NA,8625,2831,862500000,86250000,2831,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,20,60,3547,10,NA,9856,2156,985600000,98560000,2156,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,21,15,1099,10,NA,13071,3213,1307100000,130710000,3213,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,22,11,2494,10,NA,13172,2765,1317200000,131720000,2765,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,23,53,1046,10,NA,13264,2681,1326400000,132640000,2681,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,24,16,2576,10,NA,25619,3555,2561900000,256190000,3555,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,25,30,2588,10,NA,36958,3161,3695800000,369580000,3161,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,26,71,2164,10,NA,97930,3390,9793000000,979300000,3390,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,27,67,1939,10,NA,274942,3364,27494200000,2749420000,3364,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,28,32,950,10,NA,479759,3719,47975900000,4797590000,3719,10,7411,Area
1,2,2020,Li et al,"Island biogeography of soil bacteria and fungi: similar patterns, but different mechanisms",supplement,m2,no,cm,no,NA,NA,m,no,OTUs,no,terra,NA,in situ,natural,fungi,terrestrial,terrestrial freshwater,china,thousand island natural,29,17,884,10,NA,11538756,3866,1.15E+12,1.15E+11,3866,30,45000,Depth
2,3,2019,Battes et al,"Species-area relationships for aquatic biota in several shallow naturals from the Fizeș Valley (Transylvania, Romania)",author,ha,no,m,no,NA,NA,NA,NA,taxa,no,aqua,fresh,in situ,modified,algae,lacustrine,lacustrine fresh,romania,lake nasal,NA,NA,NA,4,NA,8,42,3.20E+11,800000000,42,30,45000,Depth
2,3,2019,Battes et al,"Species-area relationships for aquatic biota in several shallow naturals from the Fizeș Valley (Transylvania, Romania)",author,ha,no,m,no,NA,NA,NA,NA,taxa,no,aqua,fresh,in situ,modified,algae,lacustrine,lacustrine fresh,romania,lake rosieni,NA,NA,NA,2,NA,18,84,3.60E+11,1800000000,84,30,45000,Depth
2,3,2019,Battes et al,"Species-area relationships for aquatic biota in several shallow naturals from the Fizeș Valley (Transylvania, Romania)",author,ha,no,m,no,NA,NA,NA,NA,taxa,no,aqua,fresh,in situ,modified,algae,lacustrine,lacustrine fresh,romania,lake suctard 1,NA,NA,NA,2,NA,30,92,6.00E+11,3000000000,92,30,45000,Depth
2,3,2019,Battes et al,"Species-area relationships for aquatic biota in several shallow naturals from the Fizeș Valley (Transylvania, Romania)",author,ha,no,m,no,NA,NA,NA,NA,taxa,no,aqua,fresh,in situ,modified,algae,lacustrine,lacustrine fresh,romania,lake catina,NA,NA,NA,2,NA,45,92,9.00E+11,4500000000,92,30,45000,Depth
2,3,2019,Battes et al,"Species-area relationships for aquatic biota in several shallow naturals from the Fizeș Valley (Transylvania, Romania)",author,ha,no,m,no,NA,NA,NA,NA,taxa,no,aqua,fresh,in situ,modified,algae,lacustrine,lacustrine fresh,romania,lake stiucii,NA,NA,NA,7,NA,35,96,2.45E+12,3500000000,96,30,45000,Depth
2,3,2019,Battes et al,"Species-area relationships for aquatic biota in several shallow naturals from the Fizeș Valley (Transylvania, Romania)",author,ha,no,m,no,NA,NA,NA,NA,taxa,no,aqua,fresh,in situ,modified,algae,lacustrine,lacustrine fresh,romania,lake geaca II,NA,NA,NA,2,NA,15,97,3.00E+11,1500000000,97,30,45000,Depth
2,3,2019,Battes et al,"Species-area relationships for aquatic biota in several shallow naturals from the Fizeș Valley (Transylvania, Romania)",author,ha,no,m,no,NA,NA,NA,NA,taxa,no,aqua,fresh,in situ,modified,algae,lacustrine,lacustrine fresh,romania,lake sfantu florian,NA,NA,NA,2,NA,8,102,1.60E+11,800000000,102,30,45000,Depth
2,3,2019,Battes et al,"Species-area relationships for aquatic biota in several shallow naturals from the Fizeș Valley (Transylvania, Romania)",author,ha,no,m,no,NA,NA,NA,NA,taxa,no,aqua,fresh,in situ,modified,algae,lacustrine,lacustrine fresh,romania,lake taga mare,NA,NA,NA,2,NA,95,104,1.90E+12,9500000000,104,30,45000,Depth
2,3,2019,Battes et al,"Species-area relationships for aquatic biota in several shallow naturals from the Fizeș Valley (Transylvania, Romania)",author,ha,no,m,no,NA,NA,NA,NA,taxa,no,aqua,fresh,in situ,modified,algae,lacustrine,lacustrine fresh,romania,lake suctard 2,NA,NA,NA,2.5,NA,40,113,1.00E+12,4000000000,113,30,45000,Depth
2,3,2019,Battes et al,"Species-area relationships for aquatic biota in several shallow naturals from the Fizeș Valley (Transylvania, Romania)",author,ha,no,m,no,NA,NA,NA,NA,taxa,no,aqua,fresh,in situ,natural,algae,lacustrine,lacustrine fresh,romania,lake geaca III,NA,NA,NA,2,NA,10,120,2.00E+11,1000000000,120,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa001cryo,NA,NA,30,NA,615.7521601,708,18472.5648,615.7521601,708,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa002cryo,NA,NA,30,NA,572.5552611,734,17176.65783,572.5552611,734,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa003cryo,NA,NA,30,NA,530.9291585,534,15927.87476,530.9291585,534,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa004cryo,NA,NA,30,NA,452.3893421,772,13571.68026,452.3893421,772,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa005cryo,NA,NA,30,NA,261.5866758,652,7847.600274,261.5866758,652,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa006cryo,NA,NA,30,NA,397.6078202,698,11928.23461,397.6078202,698,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa007cryo,NA,NA,30,NA,397.6078202,562,11928.23461,397.6078202,562,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa008cryo,NA,NA,30,NA,283.528737,503,8505.86211,283.528737,503,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa009cryo,NA,NA,30,NA,490.8738521,668,14726.21556,490.8738521,668,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa010cryo,NA,NA,30,NA,510.7051557,512,15321.15467,510.7051557,512,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa011cryo,NA,NA,30,NA,452.3893421,582,13571.68026,452.3893421,582,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa012cryo,NA,NA,30,NA,213.82465,493,6414.7395,213.82465,493,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa013cryo,NA,NA,30,NA,314.1592654,698,9424.777962,314.1592654,698,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa014cryo,NA,NA,30,NA,363.050301,613,10891.50903,363.050301,613,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa015cryo,NA,NA,30,NA,415.4756284,690,12464.26885,415.4756284,690,30,45000,Depth
3,4,2018,Darcy et al,Island Biogeography of Cryoconite Hole Bacteria in Antarctica's Taylor Valley and Around the World,author,cm2,no,NA,NA,NA,NA,NA,NA,OTUs,no,aqua,saline,in situ,natural,bacteria,lacustrine,cryoconite,antarctica,Canada,caa016cryo,NA,NA,30,NA,254.4690049,580,7634.070147,254.4690049,580,30,45000,Depth
