"","R.Squared","AIC.Score","BIC.Score","ID","Species","Temp","Model"
"63",0.693754184910089,9.46453706259273,13.4611505931183,9,"Acinetobacter.clacoaceticus.1",5,"Linear"
"64",0.989568377899563,-75.6980651735834,-70.3692471328826,10,"Acinetobacter.clacoaceticus.2",5,"Logistic"
"65",0.985093320978898,-63.7029726683976,-57.0419501175216,10,"Acinetobacter.clacoaceticus.2",5,"Gompertz"
"66",NA,NA,NA,10,"Acinetobacter.clacoaceticus.2",5,"Baranyi"
"67",NA,NA,NA,10,"Acinetobacter.clacoaceticus.2",5,"Buchanan"
"68",0.920018555702083,-18.6633844775625,-13.3345664368617,10,"Acinetobacter.clacoaceticus.2",5,"Quadratic"
"69",0.972203134727945,-46.2557838778591,-39.5947613269831,10,"Acinetobacter.clacoaceticus.2",5,"Polynomial"
"70",0.631297620932674,22.1260782190632,26.1226917495888,10,"Acinetobacter.clacoaceticus.2",5,"Linear"
"71",0.966565983831343,-22.2924214119852,-16.9636033712843,11,"Stenotrophomonas.maltophilia.1",5,"Logistic"
"72",0.994400268393185,-70.3243659099483,-63.6633433590723,11,"Stenotrophomonas.maltophilia.1",5,"Gompertz"
"73",NA,NA,NA,11,"Stenotrophomonas.maltophilia.1",5,"Baranyi"
"74",NA,NA,NA,11,"Stenotrophomonas.maltophilia.1",5,"Buchanan"
"75",0.870090017918722,15.7110807735101,21.0398988142109,11,"Stenotrophomonas.maltophilia.1",5,"Quadratic"
"76",0.985651416106933,-43.9782535386815,-37.3172309878055,11,"Stenotrophomonas.maltophilia.1",5,"Polynomial"
"77",0.477684233663388,52.6711363491356,56.6677498796612,11,"Stenotrophomonas.maltophilia.1",5,"Linear"
"78",0.987759610162328,-47.5942526889989,-42.2654346482981,12,"Stenotrophomonas.maltophilia.2",5,"Logistic"
"79",0.994160373985888,-66.3163350475965,-59.6553124967205,12,"Stenotrophomonas.maltophilia.2",5,"Gompertz"
"80",NA,NA,NA,12,"Stenotrophomonas.maltophilia.2",5,"Baranyi"
"81",NA,NA,NA,12,"Stenotrophomonas.maltophilia.2",5,"Buchanan"
"82",0.95938910423996,-14.0139850445178,-8.68516700381703,12,"Stenotrophomonas.maltophilia.2",5,"Quadratic"
"83",0.991405139088957,-55.4943994461746,-48.8333768952986,12,"Stenotrophomonas.maltophilia.2",5,"Polynomial"
"84",0.68074673759251,41.720567768688,45.7171812992136,12,"Stenotrophomonas.maltophilia.2",5,"Linear"
"85",0.952994292183634,-36.0061637455962,-30.6773457048954,13,"Klebsiella.pneumonia",5,"Logistic"
"86",NA,NA,NA,13,"Klebsiella.pneumonia",5,"Gompertz"
"87",0.994490273130275,-94.0312753318842,-87.3702527810082,13,"Klebsiella.pneumonia",5,"Baranyi"
"88",NA,NA,NA,13,"Klebsiella.pneumonia",5,"Buchanan"
"89",0.843140903691615,-2.26395484253072,3.06486319817009,13,"Klebsiella.pneumonia",5,"Quadratic"
"90",0.969092665828501,-45.7458785763344,-39.0848560254584,13,"Klebsiella.pneumonia",5,"Polynomial"
"91",0.459975956817831,30.3514857751433,34.3480993056689,13,"Klebsiella.pneumonia",5,"Linear"
"92",0.00319013736329932,36.7299930264978,42.0588110671986,14,"Dickeya.zeae",5,"Logistic"
"93",NA,NA,NA,14,"Dickeya.zeae",5,"Gompertz"
"94",NA,NA,NA,14,"Dickeya.zeae",5,"Baranyi"
"95",NA,NA,NA,14,"Dickeya.zeae",5,"Buchanan"
"96",0.615883622390762,10.0287878967468,15.3576059374477,14,"Dickeya.zeae",5,"Quadratic"
"97",0.620734310733581,11.6729474664273,18.3339700173033,14,"Dickeya.zeae",5,"Polynomial"
"98",0.00356450763067062,34.7194751365819,38.7160886671076,14,"Dickeya.zeae",5,"Linear"
"99",NA,NA,NA,15,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",5,"Logistic"
"100",NA,NA,NA,15,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",5,"Gompertz"
"101",NA,NA,NA,15,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",5,"Baranyi"
"102",NA,NA,NA,15,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",5,"Buchanan"
"103",0.922514011858361,4.05437267231143,9.38319071301224,15,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",5,"Quadratic"
"104",0.927263964271644,4.28308754929202,10.944110100168,15,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",5,"Polynomial"
"105",0.718865524951088,38.1389804458739,42.1355939763995,15,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",5,"Linear"
"106",0.902504477191585,27.8771999434817,33.2060179841825,16,"Pantoea.agglomerans..RDA.R.",5,"Logistic"
"107",0.994438487511582,-50.3130180098406,-43.6519954589646,16,"Pantoea.agglomerans..RDA.R.",5,"Gompertz"
"108",NA,NA,NA,16,"Pantoea.agglomerans..RDA.R.",5,"Baranyi"
"109",NA,NA,NA,16,"Pantoea.agglomerans..RDA.R.",5,"Buchanan"
"110",0.827846702102007,43.7974088546346,49.1262268953354,16,"Pantoea.agglomerans..RDA.R.",5,"Quadratic"
"111",0.964542829172922,1.55573349795569,8.21675604883171,16,"Pantoea.agglomerans..RDA.R.",5,"Polynomial"
"112",0.444969609256324,74.5752595161119,78.5718730466375,16,"Pantoea.agglomerans..RDA.R.",5,"Linear"
"113",0.32309980646368,43.0556135776946,48.2389610417119,17,"Dickeya.zeae..RDA.R.",5,"Logistic"
"114",0.322555552745876,45.0773138904941,51.5564982205157,17,"Dickeya.zeae..RDA.R.",5,"Gompertz"
"115",NA,NA,NA,17,"Dickeya.zeae..RDA.R.",5,"Baranyi"
"116",NA,NA,NA,17,"Dickeya.zeae..RDA.R.",5,"Buchanan"
"117",0.319268984210927,43.2079855541535,48.3913330181708,17,"Dickeya.zeae..RDA.R.",5,"Quadratic"
"118",0.409308069710118,41.3774245168206,47.8566088468422,17,"Dickeya.zeae..RDA.R.",5,"Polynomial"
"119",0.316240180717643,41.3278512601429,45.2153618581559,17,"Dickeya.zeae..RDA.R.",5,"Linear"
"120",0.924165261797752,-61.4859018437591,-56.1570838030582,18,"Acinetobacter.clacoaceticus..RDA.R.",5,"Logistic"
"121",NA,NA,NA,18,"Acinetobacter.clacoaceticus..RDA.R.",5,"Gompertz"
"122",0.928247560878275,-61.0352713859109,-54.3742488350349,18,"Acinetobacter.clacoaceticus..RDA.R.",5,"Baranyi"
"123",NA,NA,NA,18,"Acinetobacter.clacoaceticus..RDA.R.",5,"Buchanan"
"124",0.925704942406653,-62.0602391146524,-56.7314210739515,18,"Acinetobacter.clacoaceticus..RDA.R.",5,"Quadratic"
"125",0.930678093853824,-62.0001762090164,-55.3391536581404,18,"Acinetobacter.clacoaceticus..RDA.R.",5,"Polynomial"
"126",0.742392498312999,-29.2452439246913,-25.2486303941657,18,"Acinetobacter.clacoaceticus..RDA.R.",5,"Linear"
"127",0.97479991726299,-16.9590256055163,-11.6302075648155,19,"Stenotrophomonas.maltophilia..RDA.R.",5,"Logistic"
"128",NA,NA,NA,19,"Stenotrophomonas.maltophilia..RDA.R.",5,"Gompertz"
"129",NA,NA,NA,19,"Stenotrophomonas.maltophilia..RDA.R.",5,"Baranyi"
"130",NA,NA,NA,19,"Stenotrophomonas.maltophilia..RDA.R.",5,"Buchanan"
"131",0.980335129176066,-23.9034019449956,-18.5745839042947,19,"Stenotrophomonas.maltophilia..RDA.R.",5,"Quadratic"
"132",0.987374322196819,-34.3102348710362,-27.6492123201602,19,"Stenotrophomonas.maltophilia..RDA.R.",5,"Polynomial"
"133",0.788365970089348,40.6252888683916,44.6219023989172,19,"Stenotrophomonas.maltophilia..RDA.R.",5,"Linear"
"134",0.00257861330464126,36.9821992457265,42.3110172864273,20,"Klebsiella.pneumonia..RDA.R.",5,"Logistic"
"135",NA,NA,NA,20,"Klebsiella.pneumonia..RDA.R.",5,"Gompertz"
"136",0.188596684760942,33.2027724810611,39.8637950319371,20,"Klebsiella.pneumonia..RDA.R.",5,"Baranyi"
"137",NA,NA,NA,20,"Klebsiella.pneumonia..RDA.R.",5,"Buchanan"
"138",0.563224778005698,13.8610693618557,19.1898874025565,20,"Klebsiella.pneumonia..RDA.R.",5,"Quadratic"
"139",0.58599211536594,14.3621263788521,21.0231489297281,20,"Klebsiella.pneumonia..RDA.R.",5,"Polynomial"
"140",0.00286757043612607,34.9740863538384,38.970699884364,20,"Klebsiella.pneumonia..RDA.R.",5,"Linear"
"141",-7.11584347001804e-10,40.5129306756989,41.7232710476751,21,"Bacillus.pumilus..RDA.R.",5,"Logistic"
"142",NA,NA,NA,21,"Bacillus.pumilus..RDA.R.",5,"Gompertz"
"143",NA,NA,NA,21,"Bacillus.pumilus..RDA.R.",5,"Baranyi"
"144",NA,NA,NA,21,"Bacillus.pumilus..RDA.R.",5,"Buchanan"
"145",0.285041446969765,37.157623611001,38.3679639829772,21,"Bacillus.pumilus..RDA.R.",5,"Quadratic"
"146",0.463834929802378,36.2797986832155,37.7927241481857,21,"Bacillus.pumilus..RDA.R.",5,"Polynomial"
"147",0.269641959536265,35.3707266816796,36.2784819606618,21,"Bacillus.pumilus..RDA.R.",5,"Linear"
"148",0.995463410372921,-81.0548909357183,-75.7260728950175,22,"Clavibacter.michiganensis..RDA.R.",5,"Logistic"
"149",0.994531801068374,-73.8252258531938,-67.1642033023178,22,"Clavibacter.michiganensis..RDA.R.",5,"Gompertz"
"150",NA,NA,NA,22,"Clavibacter.michiganensis..RDA.R.",5,"Baranyi"
"151",0.957698829784905,-16.540993223208,-9.87997067233199,22,"Clavibacter.michiganensis..RDA.R.",5,"Buchanan"
"152",0.984035246019904,-45.8250705817686,-40.4962525410677,22,"Clavibacter.michiganensis..RDA.R.",5,"Quadratic"
"153",0.992860666141632,-66.3584609365746,-59.6974383856986,22,"Clavibacter.michiganensis..RDA.R.",5,"Polynomial"
"154",0.858383859121603,13.2915583600708,17.2881718905965,22,"Clavibacter.michiganensis..RDA.R.",5,"Linear"
"155",0.96897478557679,-31.6499407196628,-27.4718509687692,23,"Chryseobacterium.balustinum",15,"Logistic"
"156",0.987961094620741,-49.5297318809733,-44.3071196923561,23,"Chryseobacterium.balustinum",15,"Gompertz"
"157",0.99188621836571,-57.8159007130956,-52.5932885244785,23,"Chryseobacterium.balustinum",15,"Baranyi"
"158",NA,NA,NA,23,"Chryseobacterium.balustinum",15,"Buchanan"
"159",0.812581943119403,6.11943030876107,10.2975200596548,23,"Chryseobacterium.balustinum",15,"Quadratic"
"160",0.964470914197432,-26.8033605419362,-21.5807483533191,23,"Chryseobacterium.balustinum",15,"Polynomial"
"161",0.387795511637665,28.9776477088403,32.1112150220106,23,"Chryseobacterium.balustinum",15,"Linear"
"162",0.980112475757269,-27.6432726124422,-22.3144545717414,24,"Enterobacter.sp.",15,"Logistic"
"163",0.991888207620093,-50.7529379016298,-44.0919153507538,24,"Enterobacter.sp.",15,"Gompertz"
"164",0.992690269479497,-53.6680863265326,-47.0070637756565,24,"Enterobacter.sp.",15,"Baranyi"
"165",NA,NA,NA,24,"Enterobacter.sp.",15,"Buchanan"
"166",0.635932979763973,53.7595974552228,59.0884154959237,24,"Enterobacter.sp.",15,"Quadratic"
"167",0.749208001781725,45.3236035233065,51.9846260741825,24,"Enterobacter.sp.",15,"Polynomial"
"168",0.414424352663737,65.066804759761,69.0634182902866,24,"Enterobacter.sp.",15,"Linear"
"169",0.841476884578936,28.224745181077,33.257131333163,25,"Pantoea.agglomerans.1",15,"Logistic"
"170",0.869382264108757,25.1904845072496,31.480967197357,25,"Pantoea.agglomerans.1",15,"Gompertz"
"171",NA,NA,NA,25,"Pantoea.agglomerans.1",15,"Baranyi"
"172",NA,NA,NA,25,"Pantoea.agglomerans.1",15,"Buchanan"
"173",0.421696100784932,61.8739214271146,66.9063075792006,25,"Pantoea.agglomerans.1",15,"Quadratic"
"174",0.735825460153626,43.5031947595343,49.7936774496417,25,"Pantoea.agglomerans.1",15,"Polynomial"
"175",0.0579147954452076,72.5618229779163,76.3361125919808,25,"Pantoea.agglomerans.1",15,"Linear"
"176",0.712053716409717,45.2139527095243,50.2463388616102,26,"Pantoea.agglomerans.2",15,"Logistic"
"177",0.769680348763292,41.4080015096219,47.6984841997294,26,"Pantoea.agglomerans.2",15,"Gompertz"
"178",0.769512835804305,41.4269046029775,47.7173872930849,26,"Pantoea.agglomerans.2",15,"Baranyi"
"179",NA,NA,NA,26,"Pantoea.agglomerans.2",15,"Buchanan"
"180",0.262332751537667,69.6726439184655,74.7050300705515,26,"Pantoea.agglomerans.2",15,"Quadratic"
"181",0.608589456335704,55.1955118926751,61.4859945827825,26,"Pantoea.agglomerans.2",15,"Polynomial"
"182",0.00851270647397251,75.3611895206821,79.1354791347466,26,"Pantoea.agglomerans.2",15,"Linear"
"183",0.913185715201248,9.23881910102514,13.6029889144584,27,"Bacillus.pumilus",15,"Logistic"
"184",0.913520386036301,11.1538447588551,16.6090570256467,27,"Bacillus.pumilus",15,"Gompertz"
"185",NA,NA,NA,27,"Bacillus.pumilus",15,"Baranyi"
"186",NA,NA,NA,27,"Bacillus.pumilus",15,"Buchanan"
"187",0.820899234179804,25.1707220210075,29.5348918344408,27,"Bacillus.pumilus",15,"Quadratic"
"188",0.945000102022022,1.19714241741043,6.65235468420201,27,"Bacillus.pumilus",15,"Polynomial"
"189",0.248300288832975,54.7272654779033,58.0003928379782,27,"Bacillus.pumilus",15,"Linear"
"190",0.909280351368591,12.6577193958505,17.1996962595671,28,"Clavibacter.michiganensis",15,"Logistic"
"191",0.927790659034095,9.40901467519662,15.0864857548424,28,"Clavibacter.michiganensis",15,"Gompertz"
"192",NA,NA,NA,28,"Clavibacter.michiganensis",15,"Baranyi"
"193",NA,NA,NA,28,"Clavibacter.michiganensis",15,"Buchanan"
"194",0.847812997533238,24.5564491714034,29.09842603512,28,"Clavibacter.michiganensis",15,"Quadratic"
"195",0.961865765655166,-5.27549622974556,0.40197484990019,28,"Clavibacter.michiganensis",15,"Polynomial"
"196",0.303128353469463,57.5507467351575,60.957229382945,28,"Clavibacter.michiganensis",15,"Linear"
"197",0.937427187930307,12.686774051345,17.2287509150616,29,"Pseudomonas.fluorescens.1",15,"Logistic"
"198",0.955030914704042,7.08859498637353,12.7660660660193,29,"Pseudomonas.fluorescens.1",15,"Gompertz"
"199",NA,NA,NA,29,"Pseudomonas.fluorescens.1",15,"Baranyi"
"200",NA,NA,NA,29,"Pseudomonas.fluorescens.1",15,"Buchanan"
"201",0.667519710015039,51.102517342673,55.6444942063896,29,"Pseudomonas.fluorescens.1",15,"Quadratic"
"202",0.886187730003025,28.4458217420209,34.1232928216667,29,"Pseudomonas.fluorescens.1",15,"Polynomial"
"203",0.241224369907559,68.0804047872609,71.4868874350484,29,"Pseudomonas.fluorescens.1",15,"Linear"
"204",0.99155693806722,-41.0592563840165,-36.5172795202999,30,"Pseudomonas.fluorescens.2",15,"Logistic"
"205",0.989413716615731,-33.8563318140307,-28.1788607343849,30,"Pseudomonas.fluorescens.2",15,"Gompertz"
"206",NA,NA,NA,30,"Pseudomonas.fluorescens.2",15,"Baranyi"
"207",NA,NA,NA,30,"Pseudomonas.fluorescens.2",15,"Buchanan"
"208",0.687007501703567,42.0359300340234,46.57790689774,30,"Pseudomonas.fluorescens.2",15,"Quadratic"
"209",0.849212872962246,27.2387969131553,32.9162679928011,30,"Pseudomonas.fluorescens.2",15,"Polynomial"
"210",0.355590876401723,56.6454855197929,60.0519681675804,30,"Pseudomonas.fluorescens.2",15,"Linear"
"211",0.779061198802008,-19.1349465639038,-14.9568568130101,31,"Acinetobacter.clacoaceticus.1",15,"Logistic"
"212",0.833353066214564,-23.0571217050724,-17.8345095164553,31,"Acinetobacter.clacoaceticus.1",15,"Gompertz"
"213",0.833314328864033,-23.0522407882176,-17.8296285996005,31,"Acinetobacter.clacoaceticus.1",15,"Baranyi"
"214",NA,NA,NA,31,"Acinetobacter.clacoaceticus.1",15,"Buchanan"
"215",0.453552051601248,-0.118327008004998,4.05976274288869,31,"Acinetobacter.clacoaceticus.1",15,"Quadratic"
"216",0.667601743457946,-8.55753704361517,-3.33492485499806,31,"Acinetobacter.clacoaceticus.1",15,"Polynomial"
"217",0.0294219501739711,9.94518103516054,13.0787483483308,31,"Acinetobacter.clacoaceticus.1",15,"Linear"
"218",0.909438375168907,16.0289103218749,20.9044136213477,32,"Acinetobacter.clacoaceticus.2",15,"Logistic"
"219",0.89327275118404,22.1350590022502,28.2294381265912,32,"Acinetobacter.clacoaceticus.2",15,"Gompertz"
"220",0.252353393080345,70.8014068058489,76.8957859301899,32,"Acinetobacter.clacoaceticus.2",15,"Baranyi"
"221",NA,NA,NA,32,"Acinetobacter.clacoaceticus.2",15,"Buchanan"
"222",0.424605722835422,62.2545340442799,67.1300373437527,32,"Acinetobacter.clacoaceticus.2",15,"Quadratic"
"223",0.623335230804636,53.6620360508194,59.7564151751604,32,"Acinetobacter.clacoaceticus.2",15,"Polynomial"
"224",0.0971708150922085,71.5164807016152,75.1731081762198,32,"Acinetobacter.clacoaceticus.2",15,"Linear"
"225",0.925952930440485,4.82005708962675,9.36203395334335,33,"Stenotrophomonas.maltophilia.1",15,"Logistic"
"226",0.914115106071262,10.2311178809534,15.9085889605992,33,"Stenotrophomonas.maltophilia.1",15,"Gompertz"
"227",NA,NA,NA,33,"Stenotrophomonas.maltophilia.1",15,"Baranyi"
"228",NA,NA,NA,33,"Stenotrophomonas.maltophilia.1",15,"Buchanan"
"229",0.563756995883807,45.6105219193026,50.1524987830192,33,"Stenotrophomonas.maltophilia.1",15,"Quadratic"
"230",0.740784215728033,35.6381346197097,41.3156056993554,33,"Stenotrophomonas.maltophilia.1",15,"Polynomial"
"231",0.138975356513849,59.2487667657295,62.655249413517,33,"Stenotrophomonas.maltophilia.1",15,"Linear"
"232",0.878767337250132,24.7196491005152,29.2616259642318,34,"Stenotrophomonas.maltophilia.2",15,"Logistic"
"233",0.860561363113957,29.9376502526082,35.615121332254,34,"Stenotrophomonas.maltophilia.2",15,"Gompertz"
"234",NA,NA,NA,34,"Stenotrophomonas.maltophilia.2",15,"Baranyi"
"235",NA,NA,NA,34,"Stenotrophomonas.maltophilia.2",15,"Buchanan"
"236",0.548514098771676,54.96079921999,59.5027760837066,34,"Stenotrophomonas.maltophilia.2",15,"Quadratic"
"237",0.751290235006399,43.2468759916346,48.9243470712804,34,"Stenotrophomonas.maltophilia.2",15,"Polynomial"
"238",0.0690730946484791,69.6044413964072,73.0109240441946,34,"Stenotrophomonas.maltophilia.2",15,"Linear"
"239",0.981311416029827,-42.3933224757008,-36.5303788645019,35,"Klebsiella.pneumonia",15,"Logistic"
"240",0.99333073342665,-73.3662171860332,-66.0375376720345,35,"Klebsiella.pneumonia",15,"Gompertz"
"241",0.99345485483945,-73.9673793268721,-66.6386998128734,35,"Klebsiella.pneumonia",15,"Baranyi"
"242",NA,NA,NA,35,"Klebsiella.pneumonia",15,"Buchanan"
"243",0.67392501173259,49.1015423471324,54.9644859583313,35,"Klebsiella.pneumonia",15,"Quadratic"
"244",0.782285090642234,38.1754326324529,45.5041121464515,35,"Klebsiella.pneumonia",15,"Polynomial"
"245",0.428861427948477,65.0376858044328,69.4348935128319,35,"Klebsiella.pneumonia",15,"Linear"
"246",0.889851227036963,19.6957961755897,24.5712994750625,36,"Dickeya.zeae",15,"Logistic"
"247",0.916355176927068,14.8144862773842,20.9088654017252,36,"Dickeya.zeae",15,"Gompertz"
"248",NA,NA,NA,36,"Dickeya.zeae",15,"Baranyi"
"249",NA,NA,NA,36,"Dickeya.zeae",15,"Buchanan"
"250",0.609363359084491,51.3444433579652,56.219946657438,36,"Dickeya.zeae",15,"Quadratic"
"251",0.817478126609535,34.3217483390801,40.4161274634211,36,"Dickeya.zeae",15,"Polynomial"
"252",0.152283879467567,68.7136432437821,72.3702707183867,36,"Dickeya.zeae",15,"Linear"
"253",0.834385416301744,39.335199091621,43.8771759553376,37,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",15,"Logistic"
"254",0.990521181921185,-24.4586853326498,-18.7812142530041,37,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",15,"Gompertz"
"255",0.990514384864101,-24.4421984365897,-18.764727356944,37,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",15,"Baranyi"
"256",0.990514367290333,-24.4421558250899,-18.7646847454441,37,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",15,"Buchanan"
"257",0.472740488817754,65.9698788460066,70.5118557097232,37,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",15,"Quadratic"
"258",0.748490664788815,50.9449855629794,56.6224566426252,37,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",15,"Polynomial"
"259",0.171063090109533,74.3762562147383,77.7827388625257,37,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2",15,"Linear"
"260",0.879901140340647,42.0507740435265,46.5927509072431,38,"Pantoea.agglomerans..RDA.R.",15,"Logistic"
"261",0.951560192480798,23.1669283958456,28.8443994754913,38,"Pantoea.agglomerans..RDA.R.",15,"Gompertz"
"262",0.95015231517952,23.8258808643253,29.503351943971,38,"Pantoea.agglomerans..RDA.R.",15,"Baranyi"
"263",NA,NA,NA,38,"Pantoea.agglomerans..RDA.R.",15,"Buchanan"
"264",0.533360451492325,73.2673373017309,77.8093141654475,38,"Pantoea.agglomerans..RDA.R.",15,"Quadratic"
